uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,3
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,53
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,89
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,69
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,65
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SP,SRAG,HOSPITAL,"60 - 69",F,2
SP,SRAG,HOSPITAL,"60 - 69",M,4
SP,SRAG,OUTRO,"60 - 69",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,OUTRAS,HOSPITAL,"60 - 69",F,1
TO,OUTRAS,HOSPITAL,"60 - 69",M,1
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
TO,COVID,HOSPITAL,"60 - 69",F,1
TO,COVID,HOSPITAL,"60 - 69",M,3
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,1
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,1
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,3
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
AC,OUTRAS,DOMICILIO,"70 - 79",M,2
AC,OUTRAS,HOSPITAL,"70 - 79",F,2
AC,OUTRAS,HOSPITAL,"70 - 79",M,2
AC,OUTRAS,OUTRO,"70 - 79",F,1
AC,COVID,DOMICILIO,"70 - 79",M,1
AC,COVID,HOSPITAL,"70 - 79",F,3
AC,COVID,HOSPITAL,"70 - 79",M,2
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,5
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,2
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
AL,OUTRAS,DOMICILIO,"70 - 79",F,4
AL,OUTRAS,DOMICILIO,"70 - 79",M,9
AL,OUTRAS,HOSPITAL,"70 - 79",F,3
AL,OUTRAS,HOSPITAL,"70 - 79",M,7
AL,COVID,HOSPITAL,"70 - 79",F,11
AL,COVID,HOSPITAL,"70 - 79",M,8
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,3
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,2
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,2
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,3
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
AL,SRAG,HOSPITAL,"70 - 79",M,1
AM,OUTRAS,DOMICILIO,"70 - 79",F,6
AM,OUTRAS,DOMICILIO,"70 - 79",M,16
AM,OUTRAS,HOSPITAL,"70 - 79",F,4
AM,OUTRAS,HOSPITAL,"70 - 79",M,15
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
AM,COVID,DOMICILIO,"70 - 79",M,1
AM,COVID,HOSPITAL,"70 - 79",F,19
AM,COVID,HOSPITAL,"70 - 79",M,28
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,1
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,2
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,5
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,11
AM,PNEUMONIA,OUTRO,"70 - 79",F,1
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,6
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,6
AM,SRAG,DOMICILIO,"70 - 79",M,2
AM,SRAG,HOSPITAL,"70 - 79",F,4
AM,SRAG,HOSPITAL,"70 - 79",M,5
AP,OUTRAS,HOSPITAL,"70 - 79",F,1
AP,COVID,HOSPITAL,"70 - 79",M,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,1
BA,OUTRAS,DOMICILIO,"70 - 79",F,32
BA,OUTRAS,DOMICILIO,"70 - 79",M,28
BA,OUTRAS,HOSPITAL,"70 - 79",F,38
BA,OUTRAS,HOSPITAL,"70 - 79",M,37
BA,OUTRAS,IGNORADO,"70 - 79",F,1
BA,OUTRAS,OUTRO,"70 - 79",F,3
BA,OUTRAS,OUTRO,"70 - 79",M,2
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
BA,COVID,DOMICILIO,"70 - 79",M,1
BA,COVID,HOSPITAL,"70 - 79",F,16
BA,COVID,HOSPITAL,"70 - 79",M,44
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,INDETERMINADA,OUTRO,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,13
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,5
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,2
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,3
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,9
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,13
BA,PNEUMONIA,IGNORADO,"70 - 79",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,13
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,6
BA,SEPTICEMIA,OUTRO,"70 - 79",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
CE,OUTRAS,DOMICILIO,"70 - 79",F,13
CE,OUTRAS,DOMICILIO,"70 - 79",M,12
CE,OUTRAS,HOSPITAL,"70 - 79",F,13
CE,OUTRAS,HOSPITAL,"70 - 79",M,9
CE,OUTRAS,IGNORADO,"70 - 79",F,7
CE,OUTRAS,IGNORADO,"70 - 79",M,5
CE,OUTRAS,OUTRO,"70 - 79",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
CE,COVID,HOSPITAL,"70 - 79",F,9
CE,COVID,HOSPITAL,"70 - 79",M,15
CE,COVID,IGNORADO,"70 - 79",M,3
CE,COVID,OUTRO,"70 - 79",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,4
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,3
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,1
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,9
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,14
CE,PNEUMONIA,IGNORADO,"70 - 79",F,1
CE,PNEUMONIA,IGNORADO,"70 - 79",M,3
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,5
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,13
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,SRAG,HOSPITAL,"70 - 79",M,1
DF,OUTRAS,DOMICILIO,"70 - 79",F,4
DF,OUTRAS,DOMICILIO,"70 - 79",M,3
DF,OUTRAS,HOSPITAL,"70 - 79",F,16
DF,OUTRAS,HOSPITAL,"70 - 79",M,15
DF,OUTRAS,IGNORADO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",M,1
DF,COVID,HOSPITAL,"70 - 79",F,7
DF,COVID,HOSPITAL,"70 - 79",M,15
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
DF,PNEUMONIA,HOSPITAL,"70 - 79",F,3
DF,PNEUMONIA,HOSPITAL,"70 - 79",M,5
DF,PNEUMONIA,OUTRO,"70 - 79",F,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
DF,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
DF,SEPTICEMIA,HOSPITAL,"70 - 79",F,5
DF,SEPTICEMIA,HOSPITAL,"70 - 79",M,8
DF,SEPTICEMIA,OUTRO,"70 - 79",M,1
ES,OUTRAS,DOMICILIO,"70 - 79",F,13
ES,OUTRAS,DOMICILIO,"70 - 79",M,16
ES,OUTRAS,HOSPITAL,"70 - 79",F,15
ES,OUTRAS,HOSPITAL,"70 - 79",M,14
ES,OUTRAS,OUTRO,"70 - 79",F,2
ES,OUTRAS,OUTRO,"70 - 79",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
ES,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
ES,COVID,HOSPITAL,"70 - 79",F,37
ES,COVID,HOSPITAL,"70 - 79",M,35
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,3
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
ES,PNEUMONIA,DOMICILIO,"70 - 79",F,1
ES,PNEUMONIA,HOSPITAL,"70 - 79",F,4
ES,PNEUMONIA,HOSPITAL,"70 - 79",M,8
ES,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
ES,SEPTICEMIA,HOSPITAL,"70 - 79",F,8
ES,SEPTICEMIA,HOSPITAL,"70 - 79",M,9
ES,SRAG,HOSPITAL,"70 - 79",F,1
GO,OUTRAS,DOMICILIO,"70 - 79",F,9
GO,OUTRAS,DOMICILIO,"70 - 79",M,7
GO,OUTRAS,HOSPITAL,"70 - 79",F,13
GO,OUTRAS,HOSPITAL,"70 - 79",M,20
GO,OUTRAS,IGNORADO,"70 - 79",F,1
GO,OUTRAS,OUTRO,"70 - 79",F,2
GO,OUTRAS,OUTRO,"70 - 79",M,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
GO,COVID,HOSPITAL,"70 - 79",F,20
GO,COVID,HOSPITAL,"70 - 79",M,13
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
GO,INDETERMINADA,HOSPITAL,"70 - 79",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,5
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,10
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
GO,PNEUMONIA,DOMICILIO,"70 - 79",F,1
GO,PNEUMONIA,HOSPITAL,"70 - 79",F,11
GO,PNEUMONIA,HOSPITAL,"70 - 79",M,20
GO,PNEUMONIA,IGNORADO,"70 - 79",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
GO,SEPTICEMIA,HOSPITAL,"70 - 79",F,9
GO,SEPTICEMIA,HOSPITAL,"70 - 79",M,9
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MA,OUTRAS,DOMICILIO,"70 - 79",F,3
MA,OUTRAS,DOMICILIO,"70 - 79",M,4
MA,OUTRAS,HOSPITAL,"70 - 79",F,4
MA,OUTRAS,HOSPITAL,"70 - 79",M,14
MA,OUTRAS,OUTRO,"70 - 79",M,1
MA,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
MA,COVID,HOSPITAL,"70 - 79",F,1
MA,COVID,HOSPITAL,"70 - 79",M,3
MA,INDETERMINADA,HOSPITAL,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
MA,PNEUMONIA,HOSPITAL,"70 - 79",F,1
MA,PNEUMONIA,HOSPITAL,"70 - 79",M,2
MA,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
MA,SEPTICEMIA,HOSPITAL,"70 - 79",M,1
MA,SRAG,HOSPITAL,"70 - 79",M,1
MG,OUTRAS,DOMICILIO,"70 - 79",F,24
MG,OUTRAS,DOMICILIO,"70 - 79",M,40
MG,OUTRAS,HOSPITAL,"70 - 79",F,50
MG,OUTRAS,HOSPITAL,"70 - 79",M,58
MG,OUTRAS,IGNORADO,"70 - 79",F,1
MG,OUTRAS,IGNORADO,"70 - 79",M,3
MG,OUTRAS,OUTRO,"70 - 79",F,1
MG,OUTRAS,OUTRO,"70 - 79",M,2
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,13
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
MG,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
MG,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
MG,COVID,DOMICILIO,"70 - 79",F,1
MG,COVID,HOSPITAL,"70 - 79",F,46
MG,COVID,HOSPITAL,"70 - 79",M,88
MG,COVID,IGNORADO,"70 - 79",F,1
MG,COVID,IGNORADO,"70 - 79",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MG,COVID,VIA_PUBLICA,"70 - 79",F,1
MG,INDETERMINADA,DOMICILIO,"70 - 79",F,1
MG,INDETERMINADA,DOMICILIO,"70 - 79",M,1
MG,INDETERMINADA,HOSPITAL,"70 - 79",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,11
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,10
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
MG,PNEUMONIA,HOSPITAL,"70 - 79",F,17
MG,PNEUMONIA,HOSPITAL,"70 - 79",M,35
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MG,SEPTICEMIA,HOSPITAL,"70 - 79",F,28
MG,SEPTICEMIA,HOSPITAL,"70 - 79",M,28
MG,SEPTICEMIA,IGNORADO,"70 - 79",M,1
MG,SEPTICEMIA,OUTRO,"70 - 79",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
MG,SRAG,HOSPITAL,"70 - 79",F,4
MG,SRAG,HOSPITAL,"70 - 79",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MS,OUTRAS,DOMICILIO,"70 - 79",F,3
MS,OUTRAS,DOMICILIO,"70 - 79",M,4
MS,OUTRAS,HOSPITAL,"70 - 79",F,9
MS,OUTRAS,HOSPITAL,"70 - 79",M,15
MS,OUTRAS,OUTRO,"70 - 79",M,1
MS,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
MS,COVID,DOMICILIO,"70 - 79",M,1
MS,COVID,HOSPITAL,"70 - 79",F,19
MS,COVID,HOSPITAL,"70 - 79",M,19
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,1
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
MS,PNEUMONIA,HOSPITAL,"70 - 79",F,6
MS,PNEUMONIA,HOSPITAL,"70 - 79",M,6
MS,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
MS,SEPTICEMIA,HOSPITAL,"70 - 79",F,5
MS,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
MT,OUTRAS,DOMICILIO,"70 - 79",M,3
MT,OUTRAS,HOSPITAL,"70 - 79",F,4
MT,OUTRAS,IGNORADO,"70 - 79",F,3
MT,OUTRAS,IGNORADO,"70 - 79",M,4
MT,COVID,HOSPITAL,"70 - 79",F,1
MT,COVID,HOSPITAL,"70 - 79",M,4
MT,COVID,IGNORADO,"70 - 79",F,4
MT,COVID,IGNORADO,"70 - 79",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,2
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
MT,PNEUMONIA,HOSPITAL,"70 - 79",M,2
MT,PNEUMONIA,IGNORADO,"70 - 79",F,1
MT,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
MT,SEPTICEMIA,IGNORADO,"70 - 79",F,2
MT,SEPTICEMIA,IGNORADO,"70 - 79",M,2
PA,OUTRAS,DOMICILIO,"70 - 79",F,3
PA,OUTRAS,DOMICILIO,"70 - 79",M,10
PA,OUTRAS,HOSPITAL,"70 - 79",F,4
PA,OUTRAS,HOSPITAL,"70 - 79",M,3
PA,OUTRAS,OUTRO,"70 - 79",M,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PA,COVID,HOSPITAL,"70 - 79",F,4
PA,COVID,HOSPITAL,"70 - 79",M,9
PA,COVID,OUTRO,"70 - 79",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
PA,PNEUMONIA,HOSPITAL,"70 - 79",M,7
PA,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
PA,SEPTICEMIA,HOSPITAL,"70 - 79",M,3
PB,OUTRAS,DOMICILIO,"70 - 79",F,8
PB,OUTRAS,DOMICILIO,"70 - 79",M,14
PB,OUTRAS,HOSPITAL,"70 - 79",F,16
PB,OUTRAS,HOSPITAL,"70 - 79",M,20
PB,OUTRAS,OUTRO,"70 - 79",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PB,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
PB,COVID,HOSPITAL,"70 - 79",F,12
PB,COVID,HOSPITAL,"70 - 79",M,16
PB,COVID,OUTRO,"70 - 79",F,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PB,COVID,VIA_PUBLICA,"70 - 79",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,4
PB,PNEUMONIA,HOSPITAL,"70 - 79",F,7
PB,PNEUMONIA,HOSPITAL,"70 - 79",M,4
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PB,SEPTICEMIA,DOMICILIO,"70 - 79",F,2
PB,SEPTICEMIA,HOSPITAL,"70 - 79",F,6
PB,SEPTICEMIA,HOSPITAL,"70 - 79",M,5
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PE,OUTRAS,DOMICILIO,"70 - 79",F,17
PE,OUTRAS,DOMICILIO,"70 - 79",M,18
PE,OUTRAS,HOSPITAL,"70 - 79",F,34
PE,OUTRAS,HOSPITAL,"70 - 79",M,36
PE,OUTRAS,OUTRO,"70 - 79",F,1
PE,OUTRAS,OUTRO,"70 - 79",M,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
PE,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
PE,COVID,HOSPITAL,"70 - 79",F,19
PE,COVID,HOSPITAL,"70 - 79",M,29
PE,COVID,IGNORADO,"70 - 79",M,2
PE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,12
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PE,PNEUMONIA,DOMICILIO,"70 - 79",F,1
PE,PNEUMONIA,HOSPITAL,"70 - 79",F,8
PE,PNEUMONIA,HOSPITAL,"70 - 79",M,11
PE,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
PE,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
PE,SEPTICEMIA,HOSPITAL,"70 - 79",F,27
PE,SEPTICEMIA,HOSPITAL,"70 - 79",M,22
PE,SRAG,HOSPITAL,"70 - 79",F,8
PE,SRAG,HOSPITAL,"70 - 79",M,17
PE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,OUTRAS,DOMICILIO,"70 - 79",M,3
PI,OUTRAS,HOSPITAL,"70 - 79",M,1
PI,COVID,DOMICILIO,"70 - 79",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,1
PI,PNEUMONIA,HOSPITAL,"70 - 79",F,3
PI,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
PR,OUTRAS,DOMICILIO,"70 - 79",F,23
PR,OUTRAS,DOMICILIO,"70 - 79",M,53
PR,OUTRAS,HOSPITAL,"70 - 79",F,48
PR,OUTRAS,HOSPITAL,"70 - 79",M,54
PR,OUTRAS,OUTRO,"70 - 79",M,5
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PR,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
PR,COVID,DOMICILIO,"70 - 79",M,2
PR,COVID,HOSPITAL,"70 - 79",F,51
PR,COVID,HOSPITAL,"70 - 79",M,82
PR,COVID,OUTRO,"70 - 79",F,1
PR,COVID,OUTRO,"70 - 79",M,1
PR,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PR,INDETERMINADA,DOMICILIO,"70 - 79",F,1
PR,INDETERMINADA,DOMICILIO,"70 - 79",M,2
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,4
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,5
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,11
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PR,PNEUMONIA,DOMICILIO,"70 - 79",F,1
PR,PNEUMONIA,DOMICILIO,"70 - 79",M,2
PR,PNEUMONIA,HOSPITAL,"70 - 79",F,19
PR,PNEUMONIA,HOSPITAL,"70 - 79",M,28
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PR,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
PR,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
PR,SEPTICEMIA,HOSPITAL,"70 - 79",F,26
PR,SEPTICEMIA,HOSPITAL,"70 - 79",M,22
PR,SRAG,HOSPITAL,"70 - 79",M,1
RJ,OUTRAS,DOMICILIO,"70 - 79",F,61
RJ,OUTRAS,DOMICILIO,"70 - 79",M,66
RJ,OUTRAS,HOSPITAL,"70 - 79",F,112
RJ,OUTRAS,HOSPITAL,"70 - 79",M,142
RJ,OUTRAS,IGNORADO,"70 - 79",M,1
RJ,OUTRAS,OUTRO,"70 - 79",F,2
RJ,OUTRAS,OUTRO,"70 - 79",M,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,21
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,44
RJ,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
RJ,COVID,DOMICILIO,"70 - 79",F,2
RJ,COVID,DOMICILIO,"70 - 79",M,1
RJ,COVID,HOSPITAL,"70 - 79",F,165
RJ,COVID,HOSPITAL,"70 - 79",M,232
RJ,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
RJ,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
RJ,INDETERMINADA,DOMICILIO,"70 - 79",F,6
RJ,INDETERMINADA,DOMICILIO,"70 - 79",M,4
